cluster,rank,ngram,lift,cluster_mass
29,7,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND,967.325,3.4589
29,8,action@android/Home#invite_update_close action@android/Home#sa_full_msg,813.13,1.1246
30,1,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT,2704.063,40.205
30,2,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#Home/SRConfirm/Completed,1678.904,11.1826
30,3,action@HiWebViewScreen#Home/SRConfirm/Completed action@HiWebViewScreen#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT,1298.112,0.7631
30,4,action@HiWebViewScreen#Home/Nav_profile <eos>,1089.498,0.8986
30,5,view@HiWebViewScreen action@HiWebViewScreen#Home/{id}/do_action/CALL_API_GET_ACTION,948.155,0.3058
30,6,action@HiWebViewScreen#Home/SRConfirm/Completed action@HiWebViewScreen#android/Home/Home_pull_to_refresh,941.744,2.3742
30,7,action@HiWebViewScreen#android/Home/Home_pull_to_refresh <eos>,936.739,12.8945
30,8,action@<missing>#banner view@REFERFRIENDS/HOME,880.861,0.4289
31,1,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#do_action/PROTECTION_SETTINGS,1090.194,0.7899
31,2,action@hi.fpt.vn/web/shop/search#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen,787.656,0.3506
31,3,action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress/point_icon action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress/web_evnets_detail,762.489,0.1554
31,4,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview <eos>,681.518,1.8794
31,5,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#go_to_screen/FSAFE_BLOCK_INTERNET,481.187,2.6594
31,6,view@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview,474.04,5.5182
31,7,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview,464.237,5.5107
31,8,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back,439.583,0.8734
32,1,action@android/Home#invite_update_accept action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND,489.725,1.7806
32,2,view@android/Home action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND,480.56,109.3849
32,3,action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click view@android/Home/payment_extend_detail,415.172,116.2843
32,4,action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click,413.355,116.2138
32,5,action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click,413.355,116.2138
32,6,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND,407.109,3.8079
32,7,view@android/Home/payment_extend_detail action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend,403.687,115.8448
32,8,action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend,392.985,115.5174
33,1,view@android/Home action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND,492.223,29.7706
33,2,action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click view@android/Home/payment_extend_detail,416.642,31.0079
33,3,action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click,414.819,30.9891
33,4,action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend action@android/Home/payment_extend_detail#android/payment_extend_detail/confirm_information_click,414.819,30.9891
33,5,view@android/Home/payment_extend_detail action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend,401.919,30.647
33,6,action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend,394.377,30.8034
33,7,view@android/Home/payment_extend_detail <eos>,273.775,29.5033
33,8,action@android/Home/payment_extend_detail#adsview action@android/Home/payment_extend_detail#android/payment_extend_detail/payment_extend_detail_extend,207.101,0.385
34,1,view@android/Home action@android/Home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,2610.296,82.8679
34,2,action@android/Home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/report_detail view@ReportDetailScreen,1590.764,77.3111
34,3,action@android/Home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,1572.916,77.2027
34,4,action@android/Home#sa_short_msg action@android/Home#Home/go_to_screen/REPORT_DETAIL,621.072,0.4999
34,5,view@ReportDetailScreen <eos>,288.632,62.0881
34,6,action@android/Home#Home/go_to_screen/REPORT_DETAIL view@ReportDetailScreen,259.217,0.4657
34,7,action@android/Home#Home/go_to_screen/REPORT_DETAIL,259.217,0.4657
34,8,view@ReportDetailScreen,128.162,52.0533
35,1,action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT,1325.555,51.0003
35,2,action@HiWebViewScreen#Home/SRConfirm/Completed <eos>,1254.46,10.5634
35,3,view@HiWebViewScreen home/general,1224.17,0.5489
35,4,view@android/Home action@android/Home#Home/SRConfirm/Completed,1126.684,50.1094
35,5,action@HiWebViewScreen#android/Home/Home_pull_to_refresh <eos>,1006.717,20.5943
35,6,action@HiWebViewScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION <eos>,809.382,1.1011
35,7,action@android/Home#Home/SRConfirm/Completed,640.186,46.3592
35,8,view@HiWebViewScreen action@HiWebViewScreen#Home/SRConfirm/Completed,619.797,9.6541
36,1,view@android/Home action@android/Home#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT,676.654,371.6279
36,2,view@HiWebViewScreen <eos>,573.829,367.0725
36,3,action@android/Home#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT view@HiWebViewScreen,345.421,330.0034
36,4,action@android/Home#Home/{id}/go_to_screen/SURVEY_ALL_CURRENT,343.776,329.7463
36,5,view@HiWebViewScreen,282.442,317.681
36,6,view@HOME view@android/Home,2.591,79.6614
36,7,<bos> view@HOME,2.343,72.5104
36,8,view@android/Home,2.099,68.1151
37,1,view@ReportDetailScreen action@ReportDetailScreen#android/Home/Support/Support_History_View/Support_History/Support_Information/Support_Detail/Support__Detail_Status,527.083,57.914
37,2,action@ReportDetailScreen#android/Home/Support/Support_History_View/Support_History/Support_Information/Support_Detail/Support__Detail_Status view@ReportStatusScreen,509.656,57.5245
37,3,action@ReportDetailScreen#android/Home/Support/Support_History_View/Support_History/Support_Information/Support_Detail/Support__Detail_Status,499.078,57.37
37,4,view@ReportStatusScreen <eos>,409.897,56.3062
37,5,view@android/Home action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,366.738,58.1074
37,6,action@ReportStatusScreen#android/Home/support_detail/urge_process <eos>,269.42,0.4496
37,7,action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail view@ReportDetailScreen,231.991,53.6488
37,8,action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,229.493,53.5553
38,1,action@ReportDetailScreen#android/Home/Support/Support_History_View/Support_History/Support_Information/Support_Detail/Support__Detail_Status <eos>,2208.223,2.8103
38,2,action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,1709.595,0.6137
38,3,action@ReportDetailScreen#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail action@ReportDetailScreen#android/Home/support_detail/urge_process,1371.691,0.458
38,4,action@ReportDetailScreen#android/Home/support_detail/urge_process <eos>,1295.68,17.0888
38,5,action@ReportDetailScreen#android/Home/support_detail/urge_process/send_urge_process <eos>,1073.507,21.8834
38,6,view@ReportDetailScreen action@ReportDetailScreen#Home/SRConfirm/Completed,906.015,1.1254
38,7,action@android/Home#android/Home/Click_call_event_tracking action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,829.799,1.4448
38,8,action@ReportDetailScreen#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail <eos>,698.812,1.0177
39,1,view@android/Home action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,624.037,374.4326
39,2,action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail view@ReportDetailScreen,395.082,345.9909
39,3,action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,390.828,345.3876
39,4,view@ReportDetailScreen <eos>,321.725,339.0824
39,5,view@ReportDetailScreen,142.856,284.2794
39,6,action@android/Home#android/Home/Click_call_event_tracking action@android/Home#Home/{id}/smart_link/https://hi.fpt.vn/sm/report_detail,53.47,0.5151
39,7,view@android/Home action@android/Home#android/Home/Click_call_event_tracking,20.322,0.4754
39,8,action@android/Home#android/Home/Click_call_event_tracking,7.606,0.4331
40,1,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,4507.045,35.815
40,2,action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,1525.731,1.7781
40,3,action@ConfirmAcceptanceDetailScreenData#btn_back <eos>,1002.461,31.0702
40,4,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#Home/{id}/go_to_screen/E_CONTRACT_QUOTATION,727.517,5.6158
40,5,view@ConfirmAcceptanceDetailScreenData action@ConfirmAcceptanceDetailScreenData#btn_back,633.647,28.6491
40,6,action@ConfirmAcceptanceDetailScreenData#btn_back,622.27,28.792
40,7,action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF view@ConfirmAcceptanceDetailScreenData,599.041,29.2364
40,8,action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,574.13,29.0307
41,1,action@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP#btn_back view@UnConfirmEContractScreenData,718.18,10.3796
41,2,action@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP#btn_back,680.147,10.3248
41,3,view@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP action@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP#btn_back,670.467,10.0921
41,4,action@UnConfirmEContractScreenData#android/HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/CONTRACT_CONFIRM/SIGNED_SUCCESSFULLY/PAY view@HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/QUOTE_CONFIRM/CONTRACT_CONFIRM/OTP,592.229,9.4309
41,5,action@android/Home#hd_pl/view_detail_order view@CONTRACT/FPricesEContract,563.33,0.8799
41,6,action@android/Home#hd_pl/view_detail_order,563.33,0.8799
41,7,action@UnConfirmEContractScreenData#adsview action@UnConfirmEContractScreenData#android/HOME/VIEW_DETAILS/E_CONTRACT/E_CONTRACT_BLOCK/CONFIRM_QUOTE/CONTRACT_CONFIRM,498.829,2.7642
41,8,view@android/Home action@android/Home#Home/{id}/go_to_screen/E_CONTRACT_QUOTATION,454.403,91.6326
42,1,action@android/Home#invite_update_cancel action@android/Home#android/Home/Header/go_to_screen/ScanQR,2668.567,2.8787
42,2,action@android/home/scan_qr/scan_qr_screen#home_guest/scan_qr/scan_qr_screen/upload_image action@android/home/scan_qr/scan_qr_screen#btn_back,2378.671,13.3328
42,3,action@android/home/scan_qr/scan_qr_screen#btn_back <eos>,1291.38,38.2868
42,4,action@hi.fpt.vn/web/shop/home#web/Header/BackButton <eos>,1227.145,16.735
42,5,action@hi.fpt.vn/web/shop/home#android/Home/Header/go_to_screen/ScanQR,1197.946,0.4084
42,6,action@hi.fpt.vn/web/shop/home#android/Home/Header/go_to_screen/ScanQR view@android/home/scan_qr/scan_qr_screen,1197.946,0.4084
42,7,action@hi.fpt.vn/web/shop/home#web/Header/BackButton action@hi.fpt.vn/web/shop/home#android/Home/Header/go_to_screen/ScanQR,1197.946,0.4084
42,8,view@android/Home action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/home,812.246,14.7805
43,1,action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,2989.247,4.7429
43,2,action@ConfirmAcceptanceDetailScreenData#btn_back <eos>,1377.859,58.1421
43,3,view@android/Home action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,1351.664,55.2568
43,4,view@ConfirmAcceptanceDetailScreenData action@ConfirmAcceptanceDetailScreenData#btn_back,865.337,53.267
43,5,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,863.36,0.5248
43,6,action@ConfirmAcceptanceDetailScreenData#btn_back,855.295,53.8788
43,7,action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF view@ConfirmAcceptanceDetailScreenData,823.367,54.7105
43,8,action@android/Home#Home/{id}/go_to_screen/ACCEPTANCE_PDF,789.128,54.3255
44,1,view@android/home/scan_qr/scan_qr_screen <eos>,1546.236,90.891
44,2,view@android/Home action@android/Home#Home/{id}/{id}/smart_link/https://hi.fpt.vn/sm/about-gtbb,1214.85,2.021
44,3,view@android/Home action@android/Home#android/Home/Header/go_to_screen/ScanQR,1045.892,85.1661
44,4,action@android/Home#android/Home/Header/go_to_screen/ScanQR view@android/home/scan_qr/scan_qr_screen,669.468,79.9106
44,5,action@android/Home#android/Home/Header/go_to_screen/ScanQR,669.468,79.9106
44,6,action@android/Home#Home/{id}/{id}/smart_link/https://hi.fpt.vn/sm/about-gtbb view@REFERFRIENDS/HOME,565.801,1.8944
44,7,view@android/home/scan_qr/scan_qr_screen,562.084,77.5139
44,8,action@android/Home#Home/{id}/{id}/smart_link/https://hi.fpt.vn/sm/about-gtbb,548.809,1.8875
45,1,action@android/Home#Home/Nav_home action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION,322.62,1.6206
45,2,action@android/Home#Home/Nav_home action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,121.725,44.4303
45,3,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#adsview,77.643,0.4372
45,4,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_searching action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected,69.591,0.8188
45,5,view@android/home/payment view@android/Home,57.633,44.944
45,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#btn_back,47.444,11.0758
45,7,<bos> action@<missing>#choose_contract,40.67,0.3723
45,8,action@android/Home#Home/Nav_home action@android/Home#Home/action_wifi_5GHz,35.833,5.0315
46,1,action@internet_fprotect_screen/management_device/management_device_screen#android/Home/Home_pull_to_refresh <eos>,1746.244,1.0782
46,2,action@internet_fprotect_screen/management_device/management_device_screen#adsview <eos>,684.067,54.2972
46,3,action@internet_fprotect_screen/management_device/management_device_screen#android/Home/Home_pull_to_refresh,489.71,0.9672
46,4,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#android/Home/Home_pull_to_refresh,489.71,0.9672
